"Santiago Giraldo","Andy Murray",12,5
"Kei Nishikori","Milos Raonic",14,12
"Roberto Bautista Agut","Lukasz Kubot",12,6
"Ernests Gulbis","Marin Cilic",12,7
"Feliciano Lopez","Dominic Thiem",0,0
"Rafael Nadal","Juan Monaco",12,1
"Dominic Thiem","Stan Wawrinka",13,12
"David Ferrer","Albert Ramos-Vinolas",18,16
"Tomas Berdych","Kevin Anderson",12,5
"Andy Murray","Nicolas Almagro",13,11
"Milos Raonic","Jeremy Chardy",12,6
"John Isner","Marinko Matosevic",20,18
"Kei Nishikori","Guillermo Garcia-Lopez",12,4
"Grigor Dimitrov","Marius Copil",17,15
"Feliciano Lopez","Mikhail Youzhny",15,13
"Roberto Bautista Agut","Fernando Verdasco",15,13
"Marin Cilic","Paul-Henri Mathieu",13,12
"Lukasz Kubot","Gilles Simon",15,15
"John Isner","Teymuraz Gabashvili",13,10
"Kei Nishikori","Ivan Dodig",12,8
"Grigor Dimitrov","Pablo Carreno Busta",12,6
"Alexandr Dolgopolov","Fabio Fognini",17,14
"Roberto Bautista Agut","Tommy Robredo",12,8
"Kevin Anderson","Radek Stepanek",15,13
"Marin Cilic","Joao Sousa",12,2
"Guillermo Garcia-Lopez","Pablo Andujar",14,10
"Feliciano Lopez","Federico Delbonis",17,14
"Marinko Matosevic","Philipp Kohlschreiber",12,4
"Albert Ramos-Vinolas","Nicolas Mahut",13,7
"Gilles Simon","Benoit Paire",2,0
"Dominic Thiem","Dmitry Tursunov",12,6
"Benjamin Becker","Bernard Tomic",16,16
"Dominic Thiem","Marinko Matosevic",12,8
"Igor Sijsling","Adrian Mannarino",12,2
"Dominic Thiem","Leonardo Mayer",18,13
"Bernard Tomic","Michael Llodra",12,8
"Novak Djokovic","Rafael Nadal",16,12
"Rafael Nadal","Grigor Dimitrov",12,4
"Novak Djokovic","Milos Raonic",19,16
"Rafael Nadal","Andy Murray",14,14
"Novak Djokovic","David Ferrer",17,14
"Milos Raonic","Jeremy Chardy",17,12
"Grigor Dimitrov","Tommy Haas",6,2
"Rafael Nadal","Mikhail Youzhny",18,10
"Novak Djokovic","Philipp Kohlschreiber",16,9
"Tommy Haas","Stan Wawrinka",17,12
"David Ferrer","Ernests Gulbis",12,5
"Grigor Dimitrov","Tomas Berdych",18,11
"Andy Murray","Jurgen Melzer",13,10
"Milos Raonic","Jo-Wilfried Tsonga",13,10
"Rafael Nadal","Gilles Simon",19,15
"Novak Djokovic","Radek Stepanek",13,8
"Stan Wawrinka","Pere Riba",12,3
"Jeremy Chardy","Roger Federer",14,15
"David Ferrer","Mikhail Kukushkin",12,3
"Tomas Berdych","Dmitry Tursunov",12,7
"Andy Murray","Marcel Granollers",13,7
"Milos Raonic","Simone Bolelli",13,9
"Jo-Wilfried Tsonga","Kevin Anderson",14,12
"Grigor Dimitrov","Ivo Karlovic",13,10
"Philipp Kohlschreiber","Tommy Robredo",12,6
"Jurgen Melzer","Marin Cilic",18,12
"Jurgen Melzer","John Isner",13,9
"Grigor Dimitrov","Edouard Roger-Vasselin",16,13
"Lukas Rosol","Fabio Fognini",12,5
"Kevin Anderson","Vasek Pospisil",14,11
"Marin Cilic","Santiago Giraldo",8,4
"Marcel Granollers","Feliciano Lopez",13,6
"Ivo Karlovic","Pablo Carreno Busta",16,15
"Philipp Kohlschreiber","Jerzy Janowicz",17,14
"Mikhail Kukushkin","Joao Sousa",18,13
"Gilles Simon","Filippo Volandri",12,5
"Dmitry Tursunov","Roberto Bautista Agut",13,6
"Andrey Golubev","Adrian Mannarino",12,7
"Stephane Robert","Albert Ramos-Vinolas",12,8
"Albert Ramos-Vinolas","Carlos Berlocq",16,11
"Pere Riba","Jack Sock",15,16
"Adrian Mannarino","Lukasz Kubot",13,9
"Victor Estrella Burgos","Bernard Tomic",13,8
"Philipp Kohlschreiber","Ivo Karlovic",13,8
"Philipp Kohlschreiber","Denis Istomin",16,12
"Ivo Karlovic","Jiri Vesely",14,12
"Philipp Kohlschreiber","Mate Delic",17,12
"Ivo Karlovic","Juan Monaco",15,13
"Philipp Kohlschreiber","Teymuraz Gabashvili",12,4
"Andreas Seppi","Adrian Mannarino",12,3
"Jurgen Melzer","Joao Sousa",17,16
"Ivo Karlovic","Nikola Milojevic",13,9
"Ivo Karlovic","Tobias Kamke",17,17
"Adrian Mannarino","Marinko Matosevic",15,13
"Rafael Nadal","Novak Djokovic",22,17
"Rafael Nadal","Andy Murray",18,6
"Novak Djokovic","Ernests Gulbis",21,15
"Rafael Nadal","David Ferrer",22,11
"Novak Djokovic","Milos Raonic",20,15
"Ernests Gulbis","Tomas Berdych",18,9
"Andy Murray","Gael Monfils",23,17
"Rafael Nadal","Dusan Lajovic",18,4
"Novak Djokovic","Jo-Wilfried Tsonga",18,6
"Ernests Gulbis","Roger Federer",29,24
"David Ferrer","Kevin Anderson",24,14
"Tomas Berdych","John Isner",18,12
"Andy Murray","Fernando Verdasco",20,15
"Milos Raonic","Marcel Granollers",18,9
"Gael Monfils","Guillermo Garcia-Lopez",19,7
"Rafael Nadal","Leonardo Mayer",19,9
"Novak Djokovic","Marin Cilic",24,16
"Roger Federer","Dmitry Tursunov",25,18
"David Ferrer","Andreas Seppi",19,11
"Tomas Berdych","Roberto Bautista Agut",24,14
"Andy Murray","Philipp Kohlschreiber",19,18
"Milos Raonic","Gilles Simon",25,22
"John Isner","Tommy Robredo",27,24
"Fernando Verdasco","Richard Gasquet",18,8
"Gael Monfils","Fabio Fognini",23,21
"Kevin Anderson","Ivo Karlovic",6,3
"Guillermo Garcia-Lopez","Donald Young",26,23
"Dusan Lajovic","Jack Sock",19,12
"Rafael Nadal","Dominic Thiem",18,7
"Novak Djokovic","Jeremy Chardy",18,7
"Roger Federer","Diego Schwartzman",18,11
"David Ferrer","Simone Bolelli",18,7
"Tomas Berdych","Aleksandr Nedovyesov",25,19
"Andy Murray","Marinko Matosevic",18,7
"Milos Raonic","Jiri Vesely",19,11
"John Isner","Mikhail Kukushkin",26,22
"Richard Gasquet","Carlos Berlocq",19,14
"Fabio Fognini","Thomaz Bellucci",19,13
"Kevin Anderson","Axel Michon",18,7
"Gael Monfils","Jan-Lennard Struff",19,11
"Marin Cilic","Tobias Kamke",21,12
"Donald Young","Feliciano Lopez",19,12
"Roberto Bautista Agut","Benoit Paire",19,12
"Philipp Kohlschreiber","Denis Istomin",19,11
"Gilles Simon","Alejandro Gonzalez",18,6
"Guillermo Garcia-Lopez","Adrian Mannarino",22,13
"Ivo Karlovic","Andreas Haider-Maurer",19,12
"Jack Sock","Steve Johnson",19,11
"Rafael Nadal","Robby Ginepri",18,3
"Novak Djokovic","Joao Sousa",18,7
"Guillermo Garcia-Lopez","Stan Wawrinka",23,13
"Roger Federer","Lukas Lacko",18,8
"David Ferrer","Igor Sijsling",18,8
"Tomas Berdych","Peter Polansky",18,11
"Andy Murray","Andrey Golubev",21,14
"Milos Raonic","Nick Kyrgios",19,12
"Martin Klizan","Kei Nishikori",19,9
"John Isner","Pierre-Hugues Herbert",21,17
"Ivo Karlovic","Grigor Dimitrov",20,15
"Richard Gasquet","Bernard Tomic",19,8
"Fabio Fognini","Andreas Beck",18,9
"Kevin Anderson","Stephane Robert",19,12
"Alexandr Dolgopolov","Albert Ramos-Vinolas",19,11
"Jack Sock","Nicolas Almagro",5,0
"Gael Monfils","Victor Hanescu",22,14
"Marin Cilic","Pablo Andujar",19,9
"Feliciano Lopez","Damir Dzumhur",19,12
"Roberto Bautista Agut","Paolo Lorenzi",19,10
"Philipp Kohlschreiber","Pere Riba",19,10
"Gilles Simon","Ante Pavic",18,5
"Steve Johnson","Laurent Lokoli",29,25
"Adrian Mannarino","Yen-Hsun Lu",18,4
"Jurgen Melzer","David Goffin",24,20
"Dominic Thiem","Paul-Henri Mathieu",19,12
"Roger Federer","Alejandro Falla",14,12
"Roger Federer","Kei Nishikori",13,9
"Alejandro Falla","Philipp Kohlschreiber",18,17
"Roger Federer","Yen-Hsun Lu",0,0
"Kei Nishikori","Steve Johnson",13,7
"Philipp Kohlschreiber","Dustin Brown",18,17
"Dustin Brown","Rafael Nadal",12,5
"Roger Federer","Joao Sousa",18,13
"Peter Gojowczyk","Milos Raonic",12,8
"Kei Nishikori","Gael Monfils",15,10
"Steve Johnson","Teymuraz Gabashvili",0,0
"Philipp Kohlschreiber","Pierre-Hugues Herbert",12,6
"Yen-Hsun Lu","Ivo Karlovic",14,12
"Robin Haase","Richard Gasquet",12,8
"Ivo Karlovic","Mikhail Youzhny",12,7
"Steve Johnson","Albano Olivetti",12,6
"Philipp Kohlschreiber","Andreas Seppi",12,7
"Gael Monfils","Benjamin Becker",13,6
"Joao Sousa","Jan-Lennard Struff",12,6
"Grigor Dimitrov","Feliciano Lopez",20,19
"Grigor Dimitrov","Stan Wawrinka",12,6
"Feliciano Lopez","Radek Stepanek",13,10
"Stan Wawrinka","Marinko Matosevic",13,8
"Feliciano Lopez","Tomas Berdych",13,10
"Grigor Dimitrov","Alexandr Dolgopolov",0,0
"Radek Stepanek","Kevin Anderson",13,11
"Stan Wawrinka","Sam Querrey",12,4
"Tomas Berdych","Adrian Mannarino",13,10
"Radek Stepanek","Andy Murray",13,8
"Grigor Dimitrov","Edouard Roger-Vasselin",13,10
"Kevin Anderson","Sergiy Stakhovsky",16,15
"Feliciano Lopez","Kenny De Schepper",20,19
"Stan Wawrinka","Marcos Baghdatis",3,2
"Tomas Berdych","James Duckworth",18,17
"Andy Murray","Paul-Henri Mathieu",12,8
"Grigor Dimitrov","James Ward",13,8
"Jo-Wilfried Tsonga","David Goffin",13,8
"Kevin Anderson","Daniel Evans",12,5
"Feliciano Lopez","Lleyton Hewitt",12,7
"Radek Stepanek","Bernard Tomic",14,12
"Adrian Mannarino","Victor Estrella Burgos",12,3
"Marinko Matosevic","Marin Cilic",12,8
"Feliciano Lopez","Dusan Lajovic",18,11
"David Goffin","Dominic Thiem",12,6
"Adrian Mannarino","Daniel Cox",13,7
"Bernard Tomic","Tim Smyczek",16,15
"Roberto Bautista Agut","Benjamin Becker",15,16
"Roberto Bautista Agut","Jurgen Melzer",17,14
"Benjamin Becker","Joao Sousa",13,9
"Roberto Bautista Agut","Nicolas Mahut",16,12
"Joao Sousa","Thiemo de Bakker",12,6
"Roberto Bautista Agut","Matthew Ebden",14,11
"Nicolas Mahut","Steve Johnson",13,8
"Joao Sousa","Mate Pavic",12,6
"Roberto Bautista Agut","Daniel Gimeno-Traver",12,4
"Matthew Ebden","Adrian Mannarino",16,12
"Steve Johnson","Kenny De Schepper",14,11
"Joao Sousa","Paolo Lorenzi",15,12
"Joao Sousa","Julian Reister",12,2
"Adrian Mannarino","Jurgen Zopp",12,3
"Joao Sousa","Kevin Krawietz",13,9
"Adrian Mannarino","Michael Grant",12,3
"Feliciano Lopez","Richard Gasquet",19,15
"Richard Gasquet","Denis Istomin",12,6
"Feliciano Lopez","Sam Querrey",13,10
"Richard Gasquet","Martin Klizan",12,7
"Feliciano Lopez","Jeremy Chardy",12,7
"Richard Gasquet","Bernard Tomic",15,13
"Feliciano Lopez","Tobias Kamke",14,11
"Denis Istomin","Guillermo Garcia-Lopez",13,7
"Julien Benneteau","Gilles Simon",12,7
"Jeremy Chardy","Ivo Karlovic",12,8
"Gilles Simon","Chris Guccione",13,10
"Bernard Tomic","Andrey Golubev",12,8
"Tobias Kamke","David Goffin",12,5
"David Goffin","Jathan Malik",12,6
"David Goffin","Philipp Oswald",12,6
"Novak Djokovic","Roger Federer",30,28
"Novak Djokovic","Grigor Dimitrov",23,22
"Roger Federer","Milos Raonic",18,12
"Novak Djokovic","Marin Cilic",27,18
"Grigor Dimitrov","Andy Murray",19,9
"Roger Federer","Stan Wawrinka",22,20
"Milos Raonic","Nick Kyrgios",25,19
"Novak Djokovic","Jo-Wilfried Tsonga",19,13
"Nick Kyrgios","Rafael Nadal",25,22
"Andy Murray","Kevin Anderson",19,13
"Roger Federer","Tommy Robredo",18,9
"Stan Wawrinka","Feliciano Lopez",20,15
"Milos Raonic","Kei Nishikori",23,16
"Grigor Dimitrov","Leonardo Mayer",19,12
"Marin Cilic","Jeremy Chardy",19,14
"Novak Djokovic","Gilles Simon",18,10
"Rafael Nadal","Mikhail Kukushkin",24,10
"Andy Murray","Roberto Bautista Agut",18,7
"Roger Federer","Santiago Giraldo",18,7
"Stan Wawrinka","Denis Istomin",18,10
"Marin Cilic","Tomas Berdych",20,16
"Milos Raonic","Lukasz Kubot",20,14
"Feliciano Lopez","John Isner",27,24
"Kei Nishikori","Simone Bolelli",26,25
"Grigor Dimitrov","Alexandr Dolgopolov",26,22
"Kevin Anderson","Fabio Fognini",24,19
"Novak Djokovic","Radek Stepanek",25,20
"Rafael Nadal","Lukas Rosol",23,20
"Andy Murray","Blaz Rola",18,2
"Roger Federer","Gilles Muller",19,11
"Stan Wawrinka","Yen-Hsun Lu",23,20
"Tomas Berdych","Bernard Tomic",24,19
"Andrey Kuznetsov","David Ferrer",27,18
"Milos Raonic","Jack Sock",18,11
"John Isner","Jarkko Nieminen",21,17
"Kei Nishikori","Denis Kudla",18,6
"Grigor Dimitrov","Luke Saville",18,9
"Nick Kyrgios","Richard Gasquet",32,30
"Fabio Fognini","Tim Puetz",21,19
"Feliciano Lopez","Ante Pavic",20,15
"Kevin Anderson","Edouard Roger-Vasselin",20,19
"Simone Bolelli","Philipp Kohlschreiber",25,24
"Tommy Robredo","Adrian Mannarino",19,11
"Jiri Vesely","Gael Monfils",31,27
"Marin Cilic","Andreas Haider-Maurer",21,15
"Roberto Bautista Agut","Jan Hernych",23,15
"Gilles Simon","Robin Haase",19,14
"Novak Djokovic","Andrey Golubev",18,5
"Rafael Nadal","Martin Klizan",22,15
"Andy Murray","David Goffin",19,10
"Roger Federer","Paolo Lorenzi",18,5
"Stan Wawrinka","Joao Sousa",18,10
"Tomas Berdych","Victor Hanescu",24,15
"David Ferrer","Pablo Carreno Busta",24,9
"Milos Raonic","Matthew Ebden",18,10
"John Isner","Daniel Smethurst",19,12
"Kei Nishikori","Kenny De Schepper",20,15
"Grigor Dimitrov","Ryan Harrison",19,11
"Richard Gasquet","James Duckworth",27,17
"Fabio Fognini","Alex Kuznetsov",24,24
"Feliciano Lopez","Yuichi Sugita",21,18
"Kevin Anderson","Aljaz Bedene",19,10
"Philipp Kohlschreiber","Igor Sijsling",18,10
"Gael Monfils","Malek Jaziri",20,15
"Marin Cilic","Paul-Henri Mathieu",24,14
"Roberto Bautista Agut","Steve Johnson",25,19
"Dusan Lajovic","Guillermo Garcia-Lopez",25,23
"Frank Dancevic","Ivo Karlovic",20,16
"Adrian Mannarino","Pere Riba",18,9
"Luke Saville","Dominic Thiem",22,19
"Gilles Simon","Konstantin Kravchuk",20,13
"Jack Sock","Pierre-Hugues Herbert",25,19
"Bernard Tomic","Evgeny Donskoy",18,9
"Pablo Cuevas","Joao Sousa",12,3
"Joao Sousa","Carlos Berlocq",15,14
"Carlos Berlocq","David Ferrer",12,6
"Joao Sousa","Dusan Lajovic",12,8
"David Ferrer","Victor Hanescu",12,4
"Fernando Verdasco","Albert Ramos-Vinolas",13,6
"Joao Sousa","Elias Ymer",13,8
"Joao Sousa","Pere Riba",0,1
"Albert Ramos-Vinolas","Jiri Vesely",13,7
"Albert Ramos-Vinolas","Christian Garin",12,7
"Albert Ramos-Vinolas","Daniel Windahl",16,10
"Albert Ramos-Vinolas","Mikael Ymer",12,1
"Lleyton Hewitt","Ivo Karlovic",19,16
"Ivo Karlovic","Sam Groth",12,8
"Lleyton Hewitt","Jack Sock",12,3
"Jack Sock","John Isner",13,10
"Ivo Karlovic","Dudi Sela",14,11
"Lleyton Hewitt","Steve Johnson",12,8
"John Isner","Austin Krajicek",12,6
"Ivo Karlovic","Sergiy Stakhovsky",14,11
"Steve Johnson","Tatsuma Ito",8,3
"Jack Sock","Rajeev Ram",13,7
"Dudi Sela","Adrian Mannarino",12,4
"John Isner","Wayne Odesnik",13,9
"Ivo Karlovic","Robby Ginepri",13,8
"Steve Johnson","Clay Thompson",12,3
"Jack Sock","Alex Kuznetsov",12,7
"Adrian Mannarino","Jimmy Wang",12,6
"Roberto Bautista Agut","Lukas Rosol",16,11
"Roberto Bautista Agut","Fabio Fognini",12,7
"Fabio Fognini","Santiago Giraldo",12,7
"Roberto Bautista Agut","Guillermo Garcia-Lopez",16,16
"Lukas Rosol","Feliciano Lopez",17,15
"Fabio Fognini","Andrey Golubev",12,8
"Roberto Bautista Agut","Louk Sorensen",13,10
"Feliciano Lopez","Daniel Gimeno-Traver",18,12
"Lukas Rosol","Philipp Kohlschreiber",14,11
"Guillermo Garcia-Lopez","Yann Marti",14,11
"Philipp Kohlschreiber","Jan-Lennard Struff",12,7
"Guillermo Garcia-Lopez","Marco Cecchinato",14,15
"Bernard Tomic","Ivo Karlovic",17,18
"Ivo Karlovic","Radek Stepanek",15,14
"Bernard Tomic","Victor Estrella Burgos",20,19
"Victor Estrella Burgos","Richard Gasquet",12,7
"Ivo Karlovic","Jimmy Wang",13,9
"Bernard Tomic","Vasek Pospisil",12,8
"Richard Gasquet","Sam Groth",14,12
"Ivo Karlovic","Dudi Sela",14,12
"Bernard Tomic","Alejandro Falla",13,7
"Alex Kuznetsov","Adrian Mannarino",13,10
"Bernard Tomic","Farrukh Dustov",12,6
"Leonardo Mayer","David Ferrer",19,14
"David Ferrer","Alexander Zverev",12,1
"Leonardo Mayer","Philipp Kohlschreiber",13,9
"David Ferrer","Pablo Andujar",12,2
"Philipp Kohlschreiber","Lukas Rosol",12,8
"David Ferrer","Andreas Seppi",15,12
"Philipp Kohlschreiber","Gilles Simon",13,8
"Leonardo Mayer","Dominic Thiem",12,5
"David Ferrer","Mikhail Kukushkin",14,11
"Filip Krajinovic","Fabio Fognini",12,4
"Philipp Kohlschreiber","Gastao Elias",13,6
"Dominic Thiem","Marcel Granollers",15,14
"Leonardo Mayer","Guillermo Garcia-Lopez",14,12
"Gilles Simon","Martin Klizan",0,0
"Lukas Rosol","Joao Sousa",12,6
"Jerzy Janowicz","Albert Ramos-Vinolas",13,5
"Dominic Thiem","Jiri Vesely",13,5
"Albert Ramos-Vinolas","Marco Cecchinato",13,7
"Albert Ramos-Vinolas","Tobias Hinzmann",12,2
"John Isner","Dudi Sela",12,7
"John Isner","Jack Sock",13,9
"John Isner","Marinko Matosevic",13,10
"Jack Sock","Lukas Lacko",13,8
"John Isner","Robby Ginepri",18,17
"Thiemo de Bakker","Kevin Anderson",13,9
"Jack Sock","Michael Venus",12,6
"Sam Querrey","Steve Johnson",14,11
"Jack Sock","Alejandro Gonzalez",12,6
"Juan Monaco","Guillermo Garcia-Lopez",14,12
"Pablo Andujar","Gilles Simon",9,4
"Viktor Troicki","Dominic Thiem",13,10
"Pablo Cuevas","Fabio Fognini",12,7
"Tommy Robredo","Marin Cilic",13,9
"Fabio Fognini","Borna Coric",18,16
"Marin Cilic","Lukas Rosol",12,2
"Fabio Fognini","Albert Montanes",13,6
"Tommy Robredo","Albert Ramos-Vinolas",12,8
"Marin Cilic","Igor Sijsling",13,8
"Teymuraz Gabashvili","Joao Sousa",15,12
"Albert Ramos-Vinolas","Benoit Paire",13,8
"David Goffin","Dominic Thiem",16,10
"Dominic Thiem","Juan Monaco",12,4
"David Goffin","Maximo Gonzalez",17,14
"Dominic Thiem","Marcel Granollers",13,9
"David Goffin","Paolo Lorenzi",12,3
"David Goffin","Philipp Kohlschreiber",13,8
"Dominic Thiem","Jiri Vesely",13,9
"Maximo Gonzalez","Albert Ramos-Vinolas",12,8
"Dominic Thiem","Joao Souza",17,17
"David Goffin","Kenny De Schepper",12,6
"Albert Ramos-Vinolas","Viktor Galovic",19,14
"Albert Ramos-Vinolas","Jozef Kovalik",12,8
"Albert Ramos-Vinolas","Maximilian Neuchrist",12,4
"Albert Ramos-Vinolas","Dino Marcan",13,8
"Milos Raonic","Vasek Pospisil",12,5
"Milos Raonic","Donald Young",13,9
"Vasek Pospisil","Richard Gasquet",19,15
"Milos Raonic","Steve Johnson",13,8
"Richard Gasquet","Kei Nishikori",12,5
"Donald Young","Kevin Anderson",16,14
"Vasek Pospisil","Tomas Berdych",12,6
"Milos Raonic","Lleyton Hewitt",14,12
"Kei Nishikori","Lukas Lacko",14,11
"Richard Gasquet","Tim Smyczek",12,5
"Kevin Anderson","Malek Jaziri",12,7
"Steve Johnson","Ivo Karlovic",17,18
"Tomas Berdych","Robby Ginepri",12,5
"Milos Raonic","Jack Sock",14,12
"Kei Nishikori","Sam Querrey",17,15
"Steve Johnson","John Isner",19,16
"Richard Gasquet","Dudi Sela",12,5
"Kevin Anderson","Evgeny Donskoy",12,7
"Victor Estrella Burgos","Feliciano Lopez",13,10
"Ivo Karlovic","Benoit Paire",20,19
"Denis Istomin","Bernard Tomic",13,10
"Steve Johnson","James Duckworth",13,9
"Jack Sock","Michael Berrer",13,10
"Bernard Tomic","Alejandro Gonzalez",12,5
"Jo-Wilfried Tsonga","Roger Federer",14,11
"Roger Federer","Feliciano Lopez",12,7
"Jo-Wilfried Tsonga","Grigor Dimitrov",12,7
"Roger Federer","David Ferrer",16,12
"Feliciano Lopez","Milos Raonic",18,14
"Grigor Dimitrov","Kevin Anderson",19,18
"Jo-Wilfried Tsonga","Andy Murray",17,16
"Jo-Wilfried Tsonga","Novak Djokovic",12,4
"Roger Federer","Marin Cilic",19,17
"Kevin Anderson","Stan Wawrinka",14,11
"Feliciano Lopez","Tomas Berdych",15,13
"David Ferrer","Ivan Dodig",13,12
"Milos Raonic","Julien Benneteau",16,13
"Grigor Dimitrov","Tommy Robredo",18,16
"Andy Murray","Richard Gasquet",0,0
"Novak Djokovic","Gael Monfils",19,15
"Roger Federer","Peter Polansky",12,2
"Stan Wawrinka","Benoit Paire",17,15
"Tomas Berdych","Yen-Hsun Lu",18,15
"David Ferrer","Michael Russell",14,11
"Milos Raonic","Jack Sock",18,18
"Grigor Dimitrov","Donald Young",16,11
"Andy Murray","Nick Kyrgios",12,4
"Richard Gasquet","Ivo Karlovic",18,16
"Marin Cilic","Malek Jaziri",17,12
"Kevin Anderson","Fabio Fognini",13,7
"Tommy Robredo","Gilles Simon",13,9
"Feliciano Lopez","Tim Smyczek",13,9
"Ivan Dodig","John Isner",18,14
"Ernests Gulbis","Joao Sousa",12,7
"Richard Gasquet","Vasek Pospisil",14,10
"Feliciano Lopez","Roberto Bautista Agut",13,9
"Marin Cilic","Denis Istomin",17,13
"Fabio Fognini","Mikhail Youzhny",12,7
"Tommy Robredo","Philipp Kohlschreiber",13,9
"Kevin Anderson","Thanasi Kokkinakis",16,11
"Malek Jaziri","Guillermo Garcia-Lopez",13,10
"Ivo Karlovic","Bernard Tomic",17,18
"Gael Monfils","Radek Stepanek",13,8
"Gilles Simon","Dominic Thiem",15,10
"Jack Sock","Jurgen Melzer",12,4
"Bernard Tomic","Malek Jaziri",16,11
"Bernard Tomic","Evan King",12,1
"Roger Federer","David Ferrer",13,11
"Roger Federer","Milos Raonic",12,5
"David Ferrer","Julien Benneteau",12,5
"Roger Federer","Andy Murray",13,8
"Julien Benneteau","Stan Wawrinka",13,9
"Milos Raonic","Fabio Fognini",12,1
"David Ferrer","Tommy Robredo",15,13
"Tommy Robredo","Novak Djokovic",14,11
"Roger Federer","Gael Monfils",16,13
"Stan Wawrinka","Marin Cilic",15,7
"Milos Raonic","Steve Johnson",19,16
"David Ferrer","Mikhail Youzhny",13,5
"Andy Murray","John Isner",19,17
"Fabio Fognini","Yen-Hsun Lu",15,12
"Novak Djokovic","Gilles Simon",16,13
"Roger Federer","Vasek Pospisil",18,15
"Stan Wawrinka","Benjamin Becker",13,9
"Yen-Hsun Lu","Tomas Berdych",15,13
"Milos Raonic","Robby Ginepri",12,4
"David Ferrer","Philipp Kohlschreiber",20,19
"Jerzy Janowicz","Grigor Dimitrov",15,13
"Andy Murray","Joao Sousa",12,6
"Steve Johnson","Ernests Gulbis",12,8
"John Isner","Marinko Matosevic",13,9
"Gael Monfils","Roberto Bautista Agut",12,5
"Marin Cilic","Fernando Verdasco",14,12
"Fabio Fognini","Lleyton Hewitt",12,5
"John Isner","Kevin Anderson",12,7
"Roberto Bautista Agut","Martin Klizan",17,13
"Marin Cilic","Feliciano Lopez",12,7
"Fabio Fognini","Edouard Roger-Vasselin",17,16
"Tommy Robredo","Jack Sock",13,9
"Benjamin Becker","Ivo Karlovic",13,10
"Robby Ginepri","Dominic Thiem",18,15
"Steve Johnson","Benoit Paire",12,5
"Philipp Kohlschreiber","Jeremy Chardy",16,13
"Gael Monfils","Federico Delbonis",15,12
"Gilles Simon","Bernard Tomic",12,5
"Joao Sousa","Chase Buchanan",19,19
"James Ward","Guillermo Garcia-Lopez",15,9
"Marinko Matosevic","Adrian Mannarino",12,8
"Bernard Tomic","Matthew Ebden",13,9
"Bernard Tomic","Farrukh Dustov",13,8
"Adrian Mannarino","Marcos Giron",13,8
"Lukas Rosol","John Isner",0,0
"Sam Querrey","Guillermo Garcia-Lopez",18,13
"Jerzy Janowicz","David Goffin",12,6
"John Isner","Mikhail Kukushkin",13,7
"Sam Querrey","Kevin Anderson",13,10
"Guillermo Garcia-Lopez","Donald Young",19,16
"David Goffin","Jarkko Nieminen",16,14
"John Isner","Bradley Klahn",13,8
"Kevin Anderson","Adrian Mannarino",14,13
"David Goffin","Leonardo Mayer",12,4
"Guillermo Garcia-Lopez","Dustin Brown",18,11
"Jerzy Janowicz","Joao Sousa",16,13
"Sam Querrey","Steve Johnson",12,7
"David Goffin","Jurgen Melzer",12,7
"Adrian Mannarino","Damir Dzumhur",12,4
"David Goffin","Jason Jung",13,6
"David Goffin","Adam Lee",12,2
"Marin Cilic","Kei Nishikori",18,9
"Kei Nishikori","Novak Djokovic",20,19
"Marin Cilic","Roger Federer",18,11
"Novak Djokovic","Andy Murray",25,19
"Roger Federer","Gael Monfils",26,23
"Kei Nishikori","Stan Wawrinka",29,28
"Marin Cilic","Tomas Berdych",19,12
"Novak Djokovic","Philipp Kohlschreiber",19,10
"Roger Federer","Roberto Bautista Agut",18,9
"Stan Wawrinka","Tommy Robredo",24,19
"Kei Nishikori","Milos Raonic",30,28
"Tomas Berdych","Dominic Thiem",18,7
"Gael Monfils","Grigor Dimitrov",21,16
"Andy Murray","Jo-Wilfried Tsonga",20,14
"Marin Cilic","Gilles Simon",27,26
"Novak Djokovic","Sam Querrey",18,7
"Roger Federer","Marcel Granollers",22,9
"Stan Wawrinka","Blaz Kavcic",0,0
"Gilles Simon","David Ferrer",21,13
"Milos Raonic","Victor Estrella Burgos",21,18
"Tomas Berdych","Teymuraz Gabashvili",18,9
"Grigor Dimitrov","David Goffin",18,14
"Andy Murray","Andrey Kuznetsov",23,14
"Kei Nishikori","Leonardo Mayer",18,9
"Gael Monfils","Richard Gasquet",18,8
"Philipp Kohlschreiber","John Isner",25,24
"Marin Cilic","Kevin Anderson",21,16
"Roberto Bautista Agut","Adrian Mannarino",19,10
"Dominic Thiem","Feliciano Lopez",18,9
"Novak Djokovic","Paul-Henri Mathieu",18,4
"Roger Federer","Sam Groth",18,12
"Stan Wawrinka","Thomaz Bellucci",22,19
"David Ferrer","Bernard Tomic",0,0
"Milos Raonic","Peter Gojowczyk",25,23
"Tomas Berdych","Martin Klizan",25,20
"Grigor Dimitrov","Dudi Sela",18,5
"Andy Murray","Matthias Bachinger",18,10
"Kei Nishikori","Pablo Andujar",12,5
"Dominic Thiem","Ernests Gulbis",25,22
"Richard Gasquet","Paolo Lorenzi",19,12
"John Isner","Jan-Lennard Struff",19,12
"Marin Cilic","Illya Marchenko",19,12
"Adrian Mannarino","Fabio Fognini",18,8
"Roberto Bautista Agut","Tim Smyczek",18,6
"Kevin Anderson","Jerzy Janowicz",24,13
