"day","winner_name","loser_name","winner_games_won","loser_games_won"
73834,"Andre Agassi","Wayne Ferreira",12,8
73834,"Carlos Moya","Albert Montanes",13,10
73834,"Carlos Moya","Fernando Meligeni",14,12
73834,"Carlos Moya","Fernando Vicente",16,13
73834,"Carlos Moya","Jose Acasuso",12,8
73834,"Carlos Moya","Markus Hipfl",12,8
73834,"Fernando Vicente","Tommy Haas",18,16
73834,"Jiri Novak","Yevgeny Kafelnikov",12,2
73834,"Lleyton Hewitt","Andre Agassi",18,18
73834,"Rainer Schuettler","Roger Federer",12,4
73834,"Rainer Schuettler","Tommy Robredo",12,5
73834,"Roger Federer","Adrian Voinea",12,7
73834,"Tommy Haas","Flavio Saretta",13,8
73834,"Yevgeny Kafelnikov","Sjeng Schalken",13,7
73834,"Yevgeny Kafelnikov","Vasilis Mazarakis",13,9
73841,"Andre Agassi","Francisco Clavet",12,5
73841,"Andre Agassi","Greg Rusedski",12,8
73841,"Andre Agassi","Juan Balcells",13,8
73841,"Andre Agassi","Juan Ignacio Chela",19,13
73841,"Andre Agassi","Xavier Malisse",12,8
73841,"Carlos Moya","Fernando Vicente",14,10
73841,"Carlos Moya","Tommy Haas",18,12
73841,"Rainer Schuettler","Carlos Moya",15,11
73848,"Lleyton Hewitt","Carlos Moya",12,8
73848,"Michel Kratochvil","Andre Agassi",14,12
73848,"Roger Federer","Stefan Koubek",12,8
73848,"Roger Federer","Xavier Malisse",19,16
73848,"Thomas Enqvist","Roger Federer",12,7
73848,"Tim Henman","Tommy Robredo",18,13
73848,"Todd Martin","Tommy Haas",12,6
73848,"Todd Martin","Yevgeny Kafelnikov",13,9
73848,"Tommy Haas","David Sanchez",13,8
73848,"Yevgeny Kafelnikov","Fernando Vicente",13,9
73848,"Yevgeny Kafelnikov","Jonas Bjorkman",13,8
73848,"Yevgeny Kafelnikov","Juan Ignacio Chela",13,10
73855,"Andre Agassi","Agustin Calleri",12,5
73855,"Andre Agassi","Greg Rusedski",12,4
73855,"Andre Agassi","Marcelo Rios",12,11
73855,"Andre Agassi","Nicolas Lapentti",13,8
73855,"Andre Agassi","Roger Federer",21,16
73855,"Andre Agassi","Thomas Johansson",13,7
73855,"Andrei Pavel","Tommy Haas",20,19
73855,"Fernando Gonzalez","Carlos Moya",12,6
73855,"Marcelo Rios","Yevgeny Kafelnikov",13,10
73855,"Roger Federer","Albert Portas",12,5
73855,"Roger Federer","Andrei Pavel",12,2
73855,"Roger Federer","Jeff Morrison",13,7
73855,"Roger Federer","Lleyton Hewitt",12,7
73855,"Roger Federer","Tim Henman",6,2
73855,"Tommy Haas","Max Mirnyi",12,2
73855,"Tommy Robredo","David Sanchez",7,2
73855,"Yevgeny Kafelnikov","Tommy Robredo",12,4
73876,"Carlos Moya","Federico Luzzi",13,9
73876,"Carlos Moya","Franco Squillari",13,9
73876,"Carlos Moya","Max Mirnyi",17,15
73876,"David Nalbandian","Carlos Moya",17,15
73876,"Marat Safin","David Ferrer",14,12
73876,"Mikhail Youzhny","Alex Calatrava",14,11
73876,"Mikhail Youzhny","Antony Dupuis",13,8
73876,"Mikhail Youzhny","Michael Kohlmann",17,14
73876,"Younes El Aynaoui","Mikhail Youzhny",13,9
73883,"Carlos Moya","Alex Corretja",13,6
73883,"Carlos Moya","Lleyton Hewitt",12,7
73883,"Carlos Moya","Marat Safin",15,13
73883,"Carlos Moya","Michel Kratochvil",16,12
73883,"Carlos Moya","Tim Henman",17,14
73883,"David Nalbandian","Roger Federer",12,3
73883,"Juan Carlos Ferrero","Carlos Moya",19,12
73883,"Juan Carlos Ferrero","Tommy Haas",12,4
73883,"Marat Safin","Tommy Robredo",16,11
73883,"Markus Hipfl","Yevgeny Kafelnikov",12,3
73883,"Roger Federer","Mariano Zabaleta",13,10
73883,"Tommy Haas","Andy Roddick",12,5
73883,"Tommy Haas","Attila Savolt",16,14
73883,"Tommy Haas","Nicolas Escude",12,6
73890,"Andre Agassi","Hyung-Taik Lee",13,9
73890,"Andre Agassi","Kristian Pless",12,6
73890,"Andre Agassi","Mikhail Youzhny",15,14
73890,"Carlos Moya","Andrea Gaudenzi",12,6
73890,"Carlos Moya","Daniel Melo",12,6
73890,"Gaston Gaudio","Carlos Moya",12,6
73890,"Marc Lopez","Tommy Robredo",15,14
73890,"Pete Sampras","Andre Agassi",13,6
73890,"Stefano Galvani","Yevgeny Kafelnikov",13,8
73890,"Tommy Haas","Alex Kim",12,6
73890,"Wayne Arthurs","Tommy Haas",16,15
73897,"Mikhail Youzhny","Hicham Arazi",13,9
73897,"Mikhail Youzhny","Oliver Gross",14,12
73897,"Mikhail Youzhny","Tommy Haas",8,2
73897,"Nicolas Kiefer","Yevgeny Kafelnikov",18,14
73897,"Olivier Rochus","Rafael Nadal",12,4
73897,"Rafael Nadal","Ramon Delgado",12,8
73897,"Tommy Haas","Andrei Pavel",18,15
73897,"Tommy Haas","David Nalbandian",17,12
73897,"Younes El Aynaoui","Mikhail Youzhny",18,17
73904,"Andre Agassi","Agustin Calleri",14,11
73904,"Andre Agassi","Albert Costa",12,4
73904,"Andre Agassi","Jiri Novak",13,9
73904,"Andre Agassi","Michel Kratochvil",12,1
73904,"Andre Agassi","Nicolas Kiefer",12,5
73904,"Andre Agassi","Tommy Haas",18,6
73904,"Andrea Gaudenzi","Roger Federer",12,8
73904,"Andy Roddick","Tommy Robredo",13,10
73904,"Carlos Moya","Bohdan Ulihrach",15,10
73904,"Carlos Moya","Lleyton Hewitt",12,5
73904,"Carlos Moya","Thomas Enqvist",12,3
73904,"Tommy Haas","Andy Roddick",13,6
73904,"Tommy Haas","Carlos Moya",12,7
73904,"Tommy Haas","Juan Ignacio Chela",13,6
73904,"Tommy Haas","Max Mirnyi",12,4
73904,"Tommy Haas","Sebastien Grosjean",12,7
73904,"Tommy Robredo","Felix Mantilla",14,11
73904,"Tommy Robredo","Filippo Volandri",13,9
73904,"Tommy Robredo","Xavier Malisse",12,6
73904,"Wayne Ferreira","Yevgeny Kafelnikov",16,12
73904,"Yevgeny Kafelnikov","Franco Squillari",8,1
73911,"Alex Corretja","Yevgeny Kafelnikov",12,3
73911,"Carlos Moya","Mikhail Youzhny",14,13
73911,"Marat Safin","Tommy Robredo",10,6
73911,"Max Mirnyi","Carlos Moya",14,12
73911,"Roger Federer","Adrian Voinea",13,9
73911,"Roger Federer","Bohdan Ulihrach",12,3
73911,"Roger Federer","Gustavo Kuerten",13,8
73911,"Roger Federer","Marat Safin",18,8
73911,"Roger Federer","Max Mirnyi",12,8
73911,"Roger Federer","Nicolas Lapentti",12,5
73911,"Tommy Haas","Lars Burgsmuller",12,2
73911,"Tommy Haas","Sjeng Schalken",13,8
73911,"Tommy Robredo","Franco Squillari",12,9
73911,"Tommy Robredo","Sebastien Grosjean",14,10
73911,"Tommy Robredo","Stefan Koubek",18,11
73911,"Tommy Robredo","Tommy Haas",12,8
73918,"Albert Costa","Yevgeny Kafelnikov",13,9
73918,"Guillermo Canas","Yevgeny Kafelnikov",12,6
73918,"Tim Henman","Yevgeny Kafelnikov",13,8
73918,"Tommy Haas","Yevgeny Kafelnikov",13,9
73925,"Andre Agassi","David Sanchez",16,9
73925,"Andre Agassi","Eric Prodon",18,7
73925,"Andre Agassi","Paul-Henri Mathieu",25,21
73925,"Andre Agassi","Tommy Robredo",18,8
73925,"Andrei Pavel","Tommy Haas",19,11
73925,"Carlos Moya","Mark Philippoussis",20,14
73925,"Carlos Moya","Ramon Delgado",18,8
73925,"Guillermo Canas","Carlos Moya",29,22
73925,"Hicham Arazi","Roger Federer",18,9
73925,"Jiri Novak","Mikhail Youzhny",19,13
73925,"Juan Carlos Ferrero","Andre Agassi",24,18
73925,"Mariano Zabaleta","Yevgeny Kafelnikov",22,22
73925,"Tommy Haas","Feliciano Lopez",18,11
73925,"Tommy Haas","Jarkko Nieminen",21,18
73925,"Tommy Haas","Michal Tabara",19,12
73925,"Tommy Robredo","Harel Levy",13,1
73925,"Tommy Robredo","Oleg Ogorodov",22,12
73925,"Yevgeny Kafelnikov","Tomas Behrend",27,19
73939,"Mikhail Youzhny","Andrei Pavel",12,4
73939,"Mikhail Youzhny","Fabrice Santoro",13,6
73939,"Nicolas Kiefer","Roger Federer",16,14
73939,"Roger Federer","David Prinosil",12,6
73939,"Roger Federer","Hendrik Dreekmann",18,14
73939,"Roger Federer","Mikhail Youzhny",12,7
73939,"Stefan Koubek","Carlos Moya",12,6
73939,"Yevgeny Kafelnikov","Bohdan Ulihrach",17,14
73939,"Yevgeny Kafelnikov","Cyril Saulnier",13,8
73939,"Yevgeny Kafelnikov","Jonas Bjorkman",13,8
73939,"Yevgeny Kafelnikov","Kenneth Carlsen",16,12
73939,"Yevgeny Kafelnikov","Nicolas Kiefer",14,14
73946,"Lleyton Hewitt","Mikhail Youzhny",18,17
73946,"Mikhail Youzhny","Agustin Calleri",12,3
73946,"Roger Federer","Ivo Heuberger",6,4
73946,"Roger Federer","Richard Krajicek",13,7
73946,"Sjeng Schalken","Roger Federer",16,14
73946,"Sjeng Schalken","Tommy Robredo",12,6
73946,"Tommy Robredo","Martin Lee",16,14
73946,"Tommy Robredo","Michael Kohlmann",18,10
73946,"Tommy Robredo","Yves Allegro",12,6
73953,"Andre Agassi","Harel Levy",18,8
73953,"Lleyton Hewitt","Mikhail Youzhny",19,11
73953,"Mario Ancic","Roger Federer",19,12
73953,"Mikhail Youzhny","Brian Vahaly",19,14
73953,"Mikhail Youzhny","Gaston Gaudio",25,23
73953,"Mikhail Youzhny","Nicolas Escude",19,14
73953,"Paradorn Srichaphan","Andre Agassi",19,12
73953,"Raemon Sluiter","Tommy Robredo",18,9
73953,"Xavier Malisse","Yevgeny Kafelnikov",20,12
73953,"Yevgeny Kafelnikov","Dominik Hrbaty",19,10
73953,"Yevgeny Kafelnikov","Nicolas Thomann",19,10
73967,"Carlos Moya","Agustin Calleri",12,6
73967,"Carlos Moya","Irakli Labadze",12,6
73967,"Carlos Moya","Nikolay Davydenko",12,5
73967,"Carlos Moya","Olivier Rochus",12,7
73967,"Carlos Moya","Younes El Aynaoui",15,14
73967,"Gaston Gaudio","Mikhail Youzhny",13,10
73967,"Mikhail Youzhny","Michel Kratochvil",12,6
73967,"Radek Stepanek","Roger Federer",15,11
73967,"Roger Federer","Hicham Arazi",12,7
73967,"Tommy Robredo","Gorka Fraile",14,14
73967,"Tommy Robredo","Kristian Pless",17,11
73967,"Tommy Robredo","Magnus Norman",14,12
73967,"Younes El Aynaoui","Tommy Robredo",12,4
73974,"Carlos Moya","David Ferrer",12,5
73974,"Carlos Moya","Fernando Vicente",15,7
73974,"Carlos Moya","Jurgen Melzer",13,7
73974,"Carlos Moya","Karol Kucera",12,4
73974,"Carlos Moya","Oliver Gross",12,5
73974,"David Ferrer","David Nalbandian",12,7
73974,"David Ferrer","Guillermo Coria",18,13
73974,"David Ferrer","Marc Lopez",12,4
73974,"David Ferrer","Zeljko Krajan",12,3
73974,"Jiri Novak","Tommy Robredo",12,6
73974,"Mikhail Youzhny","Guillermo Canas",24,23
73974,"Mikhail Youzhny","Hicham Arazi",17,13
73974,"Mikhail Youzhny","Lars Burgsmuller",17,14
73974,"Mikhail Youzhny","Nicolas Lapentti",12,6
73974,"Mikhail Youzhny","Younes El Aynaoui",12,5
73974,"Tommy Robredo","Alexander Popp",13,9
73974,"Tommy Robredo","Bohdan Ulihrach",12,6
73981,"Alex Bogomolov Jr.","Tommy Haas",12,8
73981,"Andre Agassi","Gustavo Kuerten",16,16
73981,"Andre Agassi","Jan-Michael Gambill",12,6
73981,"Andre Agassi","Kenneth Carlsen",12,4
73981,"Andre Agassi","Max Mirnyi",12,6
73981,"Andre Agassi","Robby Ginepri",12,4
73981,"Attila Savolt","Mikhail Youzhny",19,17
73981,"Carlos Moya","Andreas Vinciguerra",12,3
73981,"Carlos Moya","Andrei Stoliarov",12,5
73981,"Carlos Moya","Stefano Galvani",14,10
73981,"Christophe Rochus","David Ferrer",12,7
73981,"Jose Acasuso","Carlos Moya",14,12
73981,"Mikhail Youzhny","Bartlomiej Dabrowski",13,6
73981,"Mikhail Youzhny","Paul-Henri Mathieu",14,10
73988,"Carlos Moya","Julien Boutter",13,10
73988,"David Nalbandian","Tommy Robredo",13,9
73988,"Guillermo Canas","Roger Federer",14,11
73988,"Guillermo Canas","Tommy Haas",16,16
73988,"Guillermo Canas","Yevgeny Kafelnikov",12,4
73988,"Marcelo Rios","Carlos Moya",14,10
73988,"Tommy Haas","Fabrice Santoro",16,13
73988,"Tommy Haas","Frederic Niemeyer",12,6
73988,"Tommy Haas","Pete Sampras",17,18
73988,"Tommy Haas","Sjeng Schalken",15,12
73988,"Tommy Robredo","Rainer Schuettler",16,15
73988,"Yevgeny Kafelnikov","Max Mirnyi",18,13
73988,"Yevgeny Kafelnikov","Younes El Aynaoui",19,16
73995,"Andre Agassi","Guillermo Coria",12,2
73995,"Andre Agassi","Thomas Enqvist",13,9
73995,"Andre Agassi","Younes El Aynaoui",16,14
73995,"Carlos Moya","Cyril Saulnier",12,6
73995,"Carlos Moya","Juan Carlos Ferrero",12,7
73995,"Carlos Moya","Lleyton Hewitt",14,11
73995,"Carlos Moya","Michael Chang",12,7
73995,"Carlos Moya","Rainer Schuettler",13,7
73995,"Carlos Moya","Sjeng Schalken",12,6
73995,"Ivan Ljubicic","Roger Federer",14,13
73995,"Lleyton Hewitt","Andre Agassi",13,8
73995,"Michael Chang","Tommy Haas",12,5
73995,"Rainer Schuettler","Yevgeny Kafelnikov",12,5
73995,"Tommy Robredo","Greg Rusedski",15,11
73995,"Tommy Robredo","Todd Martin",17,16
73995,"Wayne Arthurs","Tommy Robredo",17,16
74002,"Andre Agassi","Brian Vahaly",13,7
74002,"Andre Agassi","Noam Okun",12,4
74002,"Andre Agassi","Thomas Enqvist",19,16
74002,"Greg Rusedski","Tommy Haas",15,12
74002,"James Blake","Andre Agassi",12,7
74002,"Mario Ancic","Yevgeny Kafelnikov",16,12
74002,"Tommy Haas","Magnus Norman",13,9
74002,"Tommy Haas","Michel Kratochvil",17,12
74002,"Tommy Haas","Sebastien Grosjean",15,12
74009,"Nicolas Massu","Roger Federer",18,11
74009,"Paradorn Srichaphan","Tommy Haas",0,0
74009,"Tommy Haas","Agustin Calleri",16,9
74009,"Tommy Haas","Jarkko Nieminen",15,12
74009,"Tommy Haas","Ramon Delgado",14,16
74016,"Andre Agassi","Jan-Michael Gambill",18,8
74016,"Andre Agassi","Justin Gimelstob",18,2
74016,"Andre Agassi","Lleyton Hewitt",25,19
74016,"Andre Agassi","Max Mirnyi",25,18
74016,"Andre Agassi","Ramon Delgado",18,5
74016,"Andre Agassi","Robby Ginepri",18,9
74016,"Carlos Moya","Adrian Voinea",22,19
74016,"Dominik Hrbaty","Yevgeny Kafelnikov",18,5
74016,"Jan-Michael Gambill","Carlos Moya",18,7
74016,"Max Mirnyi","Roger Federer",19,13
74016,"Pete Sampras","Andre Agassi",23,18
74016,"Pete Sampras","Tommy Haas",26,21
74016,"Roger Federer","Jiri Vanek",23,15
74016,"Roger Federer","Michael Chang",18,7
74016,"Roger Federer","Xavier Malisse",22,17
74016,"Tommy Haas","David Sanchez",26,27
74016,"Tommy Haas","Karol Kucera",18,9
74016,"Tommy Haas","Thomas Enqvist",24,24
74016,"Tommy Robredo","Fernando Meligeni",26,20
74016,"Tommy Robredo","Mariano Zabaleta",30,26
74016,"Wayne Ferreira","Tommy Robredo",19,8
74016,"Yevgeny Kafelnikov","Davide Sanguinetti",22,17
74030,"David Ferrer","Andrea Gaudenzi",16,7
74030,"David Ferrer","Arnaud Di Pasquale",12,4
74030,"David Ferrer","David Sanchez",12,3
74030,"David Ferrer","Jose Acasuso",12,5
74030,"David Ferrer","Jurgen Melzer",13,10
74030,"Luis Horna","Tommy Robredo",12,4
74030,"Mikhail Youzhny","Feliciano Lopez",13,10
74030,"Tommy Haas","Marc Rosset",17,15
74030,"Tommy Haas","Sargis Sargsian",13,10
74030,"Vladimir Voltchkov","Mikhail Youzhny",12,4
74030,"Vladimir Voltchkov","Tommy Haas",8,3
74030,"Yevgeny Kafelnikov","Alexander Waske",20,19
74030,"Yevgeny Kafelnikov","Ivan Ljubicic",12,5
74030,"Yevgeny Kafelnikov","Kenneth Carlsen",15,14
74030,"Yevgeny Kafelnikov","Paradorn Srichaphan",12,6
74030,"Yevgeny Kafelnikov","Vladimir Voltchkov",14,11
74044,"Carlos Moya","Francisco Clavet",15,11
74044,"Carlos Moya","Jan-Michael Gambill",15,13
74044,"Carlos Moya","Jonas Bjorkman",13,10
74044,"Carlos Moya","Wayne Arthurs",12,8
74044,"David Ferrer","Irakli Labadze",16,11
74044,"Juan Carlos Ferrero","Carlos Moya",14,15
74044,"Luis Horna","David Ferrer",12,3
74051,"Alexander Waske","Carlos Moya",13,9
74051,"Jiri Novak","Mikhail Youzhny",15,13
74051,"Marat Safin","Roger Federer",13,9
74051,"Paul-Henri Mathieu","Tommy Robredo",19,14
74051,"Roger Federer","Denis Golovanov",12,1
74051,"Roger Federer","Jarkko Nieminen",12,5
74051,"Sjeng Schalken","Yevgeny Kafelnikov",12,6
74051,"Thomas Blake","David Ferrer",18,16
74051,"Yevgeny Kafelnikov","Cyril Saulnier",13,8
74051,"Yevgeny Kafelnikov","Nicolas Kiefer",12,6
74051,"Yevgeny Kafelnikov","Vladimir Voltchkov",17,15
74058,"Carlos Moya","Agustin Calleri",15,15
74058,"Carlos Moya","James Blake",16,13
74058,"Carlos Moya","Jan Vacek",12,7
74058,"Jurgen Melzer","Tommy Haas",12,7
74058,"Nicolas Escude","Yevgeny Kafelnikov",13,10
74058,"Roger Federer","Bohdan Ulihrach",12,6
74058,"Roger Federer","Carlos Moya",12,5
74058,"Roger Federer","Jiri Novak",21,15
74058,"Roger Federer","Tommy Robredo",18,13
74058,"Roger Federer","Zeljko Krajan",13,6
74058,"Tommy Haas","Mikhail Youzhny",15,13
74058,"Tommy Robredo","Jarkko Nieminen",12,6
74058,"Yevgeny Kafelnikov","Fernando Meligeni",12,7
74065,"Alex Corretja","Yevgeny Kafelnikov",15,13
74065,"Andre Agassi","Feliciano Lopez",20,18
74065,"Andre Agassi","Jan-Michael Gambill",12,8
74065,"Andre Agassi","Jiri Novak",0,0
74065,"Andre Agassi","Juan Carlos Ferrero",12,5
74065,"Andre Agassi","Sebastien Grosjean",15,14
74065,"Carlos Moya","Fernando Gonzalez",16,18
74065,"Fabrice Santoro","Roger Federer",13,8
74065,"Fabrice Santoro","Tommy Haas",11,7
74065,"Jiri Novak","Carlos Moya",19,16
74065,"Jiri Novak","Tommy Robredo",12,2
74065,"Mikhail Youzhny","Andy Roddick",12,7
74065,"Mikhail Youzhny","Juan Ignacio Chela",12,4
74065,"Roger Federer","Marcelo Rios",12,6
74065,"Roger Federer","Nicolas Lapentti",12,7
74065,"Sebastien Grosjean","Mikhail Youzhny",13,7
74065,"Tommy Robredo","Max Mirnyi",12,8
74072,"Andre Agassi","Radek Stepanek",12,7
74072,"David Nalbandian","Roger Federer",19,15
74072,"Dominik Hrbaty","Yevgeny Kafelnikov",14,11
74072,"James Blake","David Ferrer",13,8
74072,"Karol Kucera","Andre Agassi",12,8
74072,"Mikhail Youzhny","Andrei Pavel",12,4
74072,"Mikhail Youzhny","Guillermo Coria",15,14
74072,"Mikhail Youzhny","Vladimir Voltchkov",12,7
74072,"Mikhail Youzhny","Younes El Aynaoui",15,13
74072,"Paradorn Srichaphan","Tommy Robredo",18,12
74072,"Roger Federer","Alexander Waske",13,9
74072,"Roger Federer","Andy Roddick",13,7
74072,"Roger Federer","Martin Verkerk",12,6
74072,"Sebastien Grosjean","Mikhail Youzhny",13,9
74072,"Tommy Robredo","Fabrice Santoro",15,11
74072,"Tommy Robredo","Thomas Johansson",15,11
74072,"Tommy Robredo","Todd Martin",16,16
74072,"Yevgeny Kafelnikov","Michael Kohlmann",13,6
74079,"Andre Agassi","Gaston Gaudio",18,15
74079,"Andre Agassi","Thomas Johansson",18,14
74079,"Carlos Moya","Andre Agassi",12,8
74079,"Carlos Moya","James Blake",12,6
74079,"Carlos Moya","Sebastien Grosjean",16,13
74079,"Lleyton Hewitt","Roger Federer",12,8
74079,"Lleyton Hewitt","Yevgeny Kafelnikov",13,8
74079,"Marat Safin","Carlos Moya",14,11
74079,"Roger Federer","Tommy Haas",13,8
74079,"Roger Federer","Xavier Malisse",12,6
74079,"Thomas Johansson","Tommy Robredo",13,9
74079,"Tommy Haas","Dominik Hrbaty",18,15
74079,"Tommy Robredo","Fabrice Santoro",12,6
74079,"Yevgeny Kafelnikov","Nicolas Lapentti",13,9
74093,"Carlos Moya","Albert Costa",16,16
74093,"Carlos Moya","Lleyton Hewitt",13,9
74093,"Carlos Moya","Marat Safin",13,9
74093,"Jiri Novak","Andre Agassi",13,6
74093,"Juan Carlos Ferrero","Andre Agassi",16,17
74093,"Juan Carlos Ferrero","Carlos Moya",18,15
74093,"Lleyton Hewitt","Roger Federer",19,17
74093,"Roger Federer","Jiri Novak",16,8
74093,"Roger Federer","Juan Carlos Ferrero",12,7
74093,"Roger Federer","Thomas Johansson",13,8
74143,"Nikolay Davydenko","Mikhail Youzhny",12,6
74143,"Rainer Schuettler","Yevgeny Kafelnikov",13,9
74143,"Yevgeny Kafelnikov","Daniel Vacek",13,10
74143,"Yevgeny Kafelnikov","Nikolay Davydenko",18,15
74149,"Andy Roddick","Tommy Robredo",12,4
74149,"Carlos Moya","James Blake",18,13
74149,"David Ferrer","Alberto Martin",12,5
74149,"David Ferrer","Fernando Gonzalez",12,7
74149,"Dominik Hrbaty","David Ferrer",13,8
74149,"Franco Squillari","Roger Federer",12,5
74149,"Juan Carlos Ferrero","Mikhail Youzhny",12,5
74149,"Mardy Fish","Carlos Moya",17,16
74149,"Mikhail Youzhny","Adrian Voinea",5,7
74156,"Andre Agassi","Brian Vahaly",19,11
74156,"Andre Agassi","Guillermo Coria",9,2
74156,"Andre Agassi","Hyung-Taik Lee",18,1
74156,"Andre Agassi","Nicolas Escude",21,15
74156,"Andre Agassi","Rainer Schuettler",18,5
74156,"Andre Agassi","Sebastien Grosjean",18,7
74156,"Andre Agassi","Wayne Ferreira",18,7
74156,"Andy Roddick","Mikhail Youzhny",28,23
74156,"Carlos Moya","Dick Norman",19,12
74156,"David Nalbandian","Roger Federer",22,20
74156,"Hyung-Taik Lee","David Ferrer",23,14
74156,"Jarkko Nieminen","Yevgeny Kafelnikov",25,19
74156,"Mardy Fish","Carlos Moya",26,24
74156,"Mikhail Youzhny","Jiri Novak",21,12
74156,"Mikhail Youzhny","Joseph Sirianni",18,8
74156,"Mikhail Youzhny","Richard Gasquet",21,11
74156,"Roger Federer","Andreas Vinciguerra",18,9
74156,"Roger Federer","Flavio Saretta",20,14
74156,"Roger Federer","Lars Burgsmuller",18,6
74156,"Wayne Ferreira","Tommy Robredo",23,14
74156,"Yevgeny Kafelnikov","Jeff Morrison",23,18
74170,"Martin Verkerk","Yevgeny Kafelnikov",18,16
74170,"Yevgeny Kafelnikov","Jarkko Nieminen",13,9
74170,"Yevgeny Kafelnikov","Jonas Bjorkman",12,7
74170,"Yevgeny Kafelnikov","Kristian Pless",12,7
74170,"Yevgeny Kafelnikov","Marcelo Charpentier",13,7
74184,"Andre Agassi","Davide Sanguinetti",12,4
74184,"Andre Agassi","James Blake",12,6
74184,"Andre Agassi","Mark Philippoussis",12,5
74184,"Andre Agassi","Michael Chang",12,6
74184,"Andre Agassi","Vladimir Voltchkov",19,14
74184,"Andrea Gaudenzi","David Ferrer",17,11
74184,"David Ferrer","Alex Kim",12,5
74184,"Max Mirnyi","Tommy Robredo",15,18
74184,"Olivier Rochus","Yevgeny Kafelnikov",13,10
74184,"Roger Federer","Ivan Ljubicic",7,6
74184,"Roger Federer","Jarkko Nieminen",12,6
74184,"Roger Federer","Jonas Bjorkman",13,8
74184,"Roger Federer","Karol Kucera",13,9
74184,"Roger Federer","Raemon Sluiter",16,14
74191,"Carlos Moya","David Ferrer",12,6
74191,"Carlos Moya","Edgardo Massa",12,4
74191,"Carlos Moya","Guillermo Coria",16,13
74191,"Carlos Moya","Gustavo Kuerten",13,7
74191,"Carlos Moya","Luis Horna",19,15
74191,"Max Mirnyi","Roger Federer",17,14
74191,"Max Mirnyi","Yevgeny Kafelnikov",14,12
74191,"Richard Krajicek","Tommy Robredo",19,15
74191,"Roger Federer","Fabrice Santoro",12,4
74191,"Roger Federer","Sjeng Schalken",12,6
74191,"Roger Federer","Thomas Enqvist",15,13
74191,"Yevgeny Kafelnikov","Feliciano Lopez",12,2
74191,"Yevgeny Kafelnikov","Marat Safin",17,16
74198,"Carlos Moya","Flavio Saretta",12,2
74198,"Carlos Moya","Ricardo Mello",16,11
74198,"David Ferrer","Albert Portas",12,5
74198,"Felix Mantilla","Carlos Moya",13,10
74198,"Gustavo Kuerten","David Ferrer",17,10
74198,"Hicham Arazi","Yevgeny Kafelnikov",16,13
74198,"Jiri Novak","Tommy Robredo",12,5
74198,"Roger Federer","Hicham Arazi",13,8
74198,"Roger Federer","Irakli Labadze",12,6
74198,"Roger Federer","Ivan Ljubicic",12,5
74198,"Roger Federer","Jiri Novak",13,7
74198,"Roger Federer","Maximilian Abel",13,9
74198,"Sjeng Schalken","Mikhail Youzhny",13,5
74198,"Tommy Robredo","Feliciano Lopez",18,14
74198,"Tommy Robredo","Jonas Bjorkman",12,5
74198,"Tommy Robredo","Marat Safin",18,17
74198,"Yevgeny Kafelnikov","John van Lottum",16,11
74205,"Thomas Enqvist","Andre Agassi",18,12
74212,"Brian Vahaly","Tommy Robredo",13,7
74212,"Carlos Moya","Arnaud Clement",12,2
74212,"Carlos Moya","Michael Chang",12,3
74212,"Gustavo Kuerten","Roger Federer",14,11
